Notes,States,States Code,Single-Year Ages,Single-Year Ages Code,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
Total,Colorado,08,69 years,69,,,169503
,Colorado,08,70 years,70,2020,2020,51509
,Colorado,08,70 years,70,2021,2021,53667
,Colorado,08,70 years,70,2022,2022,55594
Total,Colorado,08,70 years,70,,,160770
,Colorado,08,71 years,71,2020,2020,49564
,Colorado,08,71 years,71,2021,2021,50420
,Colorado,08,71 years,71,2022,2022,52521
Total,Colorado,08,71 years,71,,,152505
,Colorado,08,72 years,72,2020,2020,48012
,Colorado,08,72 years,72,2021,2021,48410
,Colorado,08,72 years,72,2022,2022,49208
Total,Colorado,08,72 years,72,,,145630
,Colorado,08,73 years,73,2020,2020,50398
,Colorado,08,73 years,73,2021,2021,46898
,Colorado,08,73 years,73,2022,2022,47049
Total,Colorado,08,73 years,73,,,144345
,Colorado,08,74 years,74,2020,2020,34807
,Colorado,08,74 years,74,2021,2021,49122
,Colorado,08,74 years,74,2022,2022,45566
Total,Colorado,08,74 years,74,,,129495
,Colorado,08,75 years,75,2020,2020,32719
,Colorado,08,75 years,75,2021,2021,33728
,Colorado,08,75 years,75,2022,2022,47492
Total,Colorado,08,75 years,75,,,113939
,Colorado,08,76 years,76,2020,2020,31257
,Colorado,08,76 years,76,2021,2021,31708
,Colorado,08,76 years,76,2022,2022,32632
Total,Colorado,08,76 years,76,,,95597
,Colorado,08,77 years,77,2020,2020,30842
,Colorado,08,77 years,77,2021,2021,30255
,Colorado,08,77 years,77,2022,2022,30666
Total,Colorado,08,77 years,77,,,91763
,Colorado,08,78 years,78,2020,2020,26030
,Colorado,08,78 years,78,2021,2021,29706
,Colorado,08,78 years,78,2022,2022,29084
Total,Colorado,08,78 years,78,,,84820
,Colorado,08,79 years,79,2020,2020,22983
,Colorado,08,79 years,79,2021,2021,24878
,Colorado,08,79 years,79,2022,2022,28354
Total,Colorado,08,79 years,79,,,76215
,Colorado,08,80 years,80,2020,2020,20986
,Colorado,08,80 years,80,2021,2021,21996
,Colorado,08,80 years,80,2022,2022,23734
Total,Colorado,08,80 years,80,,,66716
,Colorado,08,81 years,81,2020,2020,19451
,Colorado,08,81 years,81,2021,2021,19974
,Colorado,08,81 years,81,2022,2022,20901
Total,Colorado,08,81 years,81,,,60326
,Colorado,08,82 years,82,2020,2020,17866
,Colorado,08,82 years,82,2021,2021,18339
,Colorado,08,82 years,82,2022,2022,18801
Total,Colorado,08,82 years,82,,,55006
,Colorado,08,83 years,83,2020,2020,15862
,Colorado,08,83 years,83,2021,2021,16774
,Colorado,08,83 years,83,2022,2022,17225
Total,Colorado,08,83 years,83,,,49861
,Colorado,08,84 years,84,2020,2020,14523
,Colorado,08,84 years,84,2021,2021,14785
,Colorado,08,84 years,84,2022,2022,15583
Total,Colorado,08,84 years,84,,,44891
,Colorado,08,85+ years,85+,2020,2020,88754
,Colorado,08,85+ years,85+,2021,2021,88936
,Colorado,08,85+ years,85+,2022,2022,89527
Total,Colorado,08,85+ years,85+,,,267217
Total,Colorado,08,,,,,17436088
,Connecticut,09,< 1 year,0,2020,2020,34688
,Connecticut,09,< 1 year,0,2021,2021,33830
,Connecticut,09,< 1 year,0,2022,2022,35870
Total,Connecticut,09,< 1 year,0,,,104388
,Connecticut,09,1 year,1,2020,2020,35536
,Connecticut,09,1 year,1,2021,2021,35632
,Connecticut,09,1 year,1,2022,2022,34725
Total,Connecticut,09,1 year,1,,,105893
,Connecticut,09,2 years,2,2020,2020,36574
,Connecticut,09,2 years,2,2021,2021,36358
,Connecticut,09,2 years,2,2022,2022,36348
Total,Connecticut,09,2 years,2,,,109280
,Connecticut,09,3 years,3,2020,2020,37223
,Connecticut,09,3 years,3,2021,2021,37206
,Connecticut,09,3 years,3,2022,2022,36903
Total,Connecticut,09,3 years,3,,,111332
,Connecticut,09,4 years,4,2020,2020,38142
,Connecticut,09,4 years,4,2021,2021,37672
,Connecticut,09,4 years,4,2022,2022,37761
Total,Connecticut,09,4 years,4,,,113575
,Connecticut,09,5 years,5,2020,2020,38752
,Connecticut,09,5 years,5,2021,2021,38661
,Connecticut,09,5 years,5,2022,2022,38212
Total,Connecticut,09,5 years,5,,,115625
,Connecticut,09,6 years,6,2020,2020,38904
,Connecticut,09,6 years,6,2021,2021,39103
,Connecticut,09,6 years,6,2022,2022,39099
Total,Connecticut,09,6 years,6,,,117106
,Connecticut,09,7 years,7,2020,2020,39100
,Connecticut,09,7 years,7,2021,2021,39172
,Connecticut,09,7 years,7,2022,2022,39572
Total,Connecticut,09,7 years,7,,,117844
,Connecticut,09,8 years,8,2020,2020,39665
,Connecticut,09,8 years,8,2021,2021,39463
,Connecticut,09,8 years,8,2022,2022,39630
Total,Connecticut,09,8 years,8,,,118758
,Connecticut,09,9 years,9,2020,2020,40668
,Connecticut,09,9 years,9,2021,2021,39932
,Connecticut,09,9 years,9,2022,2022,39824
Total,Connecticut,09,9 years,9,,,120424
,Connecticut,09,10 years,10,2020,2020,41897
,Connecticut,09,10 years,10,2021,2021,41014
,Connecticut,09,10 years,10,2022,2022,40256
Total,Connecticut,09,10 years,10,,,123167
,Connecticut,09,11 years,11,2020,2020,43343
,Connecticut,09,11 years,11,2021,2021,42090
,Connecticut,09,11 years,11,2022,2022,41334
Total,Connecticut,09,11 years,11,,,126767
,Connecticut,09,12 years,12,2020,2020,45422
,Connecticut,09,12 years,12,2021,2021,43532
,Connecticut,09,12 years,12,2022,2022,42279
Total,Connecticut,09,12 years,12,,,131233
,Connecticut,09,13 years,13,2020,2020,45964
,Connecticut,09,13 years,13,2021,2021,45575
,Connecticut,09,13 years,13,2022,2022,43709
Total,Connecticut,09,13 years,13,,,135248
,Connecticut,09,14 years,14,2020,2020,46133
,Connecticut,09,14 years,14,2021,2021,46172
,Connecticut,09,14 years,14,2022,2022,45883
Total,Connecticut,09,14 years,14,,,138188
,Connecticut,09,15 years,15,2020,2020,46518
,Connecticut,09,15 years,15,2021,2021,46185
,Connecticut,09,15 years,15,2022,2022,46483
Total,Connecticut,09,15 years,15,,,139186
,Connecticut,09,16 years,16,2020,2020,47308
,Connecticut,09,16 years,16,2021,2021,46577
,Connecticut,09,16 years,16,2022,2022,46292
Total,Connecticut,09,16 years,16,,,140177
,Connecticut,09,17 years,17,2020,2020,47372
,Connecticut,09,17 years,17,2021,2021,47408
,Connecticut,09,17 years,17,2022,2022,46850
Total,Connecticut,09,17 years,17,,,141630
,Connecticut,09,18 years,18,2020,2020,50652
,Connecticut,09,18 years,18,2021,2021,53136
,Connecticut,09,18 years,18,2022,2022,52685
Total,Connecticut,09,18 years,18,,,156473
,Connecticut,09,19 years,19,2020,2020,52505
,Connecticut,09,19 years,19,2021,2021,55948
,Connecticut,09,19 years,19,2022,2022,54692
Total,Connecticut,09,19 years,19,,,163145
,Connecticut,09,20 years,20,2020,2020,52525
,Connecticut,09,20 years,20,2021,2021,55780
,Connecticut,09,20 years,20,2022,2022,54569
Total,Connecticut,09,20 years,20,,,162874
,Connecticut,09,21 years,21,2020,2020,49973
,Connecticut,09,21 years,21,2021,2021,52531
,Connecticut,09,21 years,21,2022,2022,52341
Total,Connecticut,09,21 years,21,,,154845
,Connecticut,09,22 years,22,2020,2020,46605
,Connecticut,09,22 years,22,2021,2021,48033
,Connecticut,09,22 years,22,2022,2022,48320
Total,Connecticut,09,22 years,22,,,142958
,Connecticut,09,23 years,23,2020,2020,44310
,Connecticut,09,23 years,23,2021,2021,44809
,Connecticut,09,23 years,23,2022,2022,44699
Total,Connecticut,09,23 years,23,,,133818
,Connecticut,09,24 years,24,2020,2020,43838
,Connecticut,09,24 years,24,2021,2021,44430
,Connecticut,09,24 years,24,2022,2022,43731
Total,Connecticut,09,24 years,24,,,131999
,Connecticut,09,25 years,25,2020,2020,44266
,Connecticut,09,25 years,25,2021,2021,44263
,Connecticut,09,25 years,25,2022,2022,43731
Total,Connecticut,09,25 years,25,,,132260
,Connecticut,09,26 years,26,2020,2020,45016
,Connecticut,09,26 years,26,2021,2021,44967
,Connecticut,09,26 years,26,2022,2022,43940
Total,Connecticut,09,26 years,26,,,133923
,Connecticut,09,27 years,27,2020,2020,45146
,Connecticut,09,27 years,27,2021,2021,45687
,Connecticut,09,27 years,27,2022,2022,44729
Total,Connecticut,09,27 years,27,,,135562
,Connecticut,09,28 years,28,2020,2020,44464
,Connecticut,09,28 years,28,2021,2021,45619
,Connecticut,09,28 years,28,2022,2022,45553
Total,Connecticut,09,28 years,28,,,135636
,Connecticut,09,29 years,29,2020,2020,43970
,Connecticut,09,29 years,29,2021,2021,45449
,Connecticut,09,29 years,29,2022,2022,45908
Total,Connecticut,09,29 years,29,,,135327
,Connecticut,09,30 years,30,2020,2020,44209
,Connecticut,09,30 years,30,2021,2021,45103
,Connecticut,09,30 years,30,2022,2022,45839
Total,Connecticut,09,30 years,30,,,135151
,Connecticut,09,31 years,31,2020,2020,44013
,Connecticut,09,31 years,31,2021,2021,45383
,Connecticut,09,31 years,31,2022,2022,45661
Total,Connecticut,09,31 years,31,,,135057
,Connecticut,09,32 years,32,2020,2020,44801
,Connecticut,09,32 years,32,2021,2021,44977
,Connecticut,09,32 years,32,2022,2022,45837
Total,Connecticut,09,32 years,32,,,135615
,Connecticut,09,33 years,33,2020,2020,45366
,Connecticut,09,33 years,33,2021,2021,45795
,Connecticut,09,33 years,33,2022,2022,45821
Total,Connecticut,09,33 years,33,,,136982
,Connecticut,09,34 years,34,2020,2020,46041
,Connecticut,09,34 years,34,2021,2021,46242
,Connecticut,09,34 years,34,2022,2022,46464
Total,Connecticut,09,34 years,34,,,138747
,Connecticut,09,35 years,35,2020,2020,46010
,Connecticut,09,35 years,35,2021,2021,46856
,Connecticut,09,35 years,35,2022,2022,46893
Total,Connecticut,09,35 years,35,,,139759
,Connecticut,09,36 years,36,2020,2020,45043
,Connecticut,09,36 years,36,2021,2021,46700
,Connecticut,09,36 years,36,2022,2022,47353
Total,Connecticut,09,36 years,36,,,139096
,Connecticut,09,37 years,37,2020,2020,45549
,Connecticut,09,37 years,37,2021,2021,45778
,Connecticut,09,37 years,37,2022,2022,47211
Total,Connecticut,09,37 years,37,,,138538
,Connecticut,09,38 years,38,2020,2020,45571
,Connecticut,09,38 years,38,2021,2021,46155
,Connecticut,09,38 years,38,2022,2022,46232
Total,Connecticut,09,38 years,38,,,137958
,Connecticut,09,39 years,39,2020,2020,44972
,Connecticut,09,39 years,39,2021,2021,46263
,Connecticut,09,39 years,39,2022,2022,46751
Total,Connecticut,09,39 years,39,,,137986
,Connecticut,09,40 years,40,2020,2020,44981
,Connecticut,09,40 years,40,2021,2021,45373
,Connecticut,09,40 years,40,2022,2022,46652
Total,Connecticut,09,40 years,40,,,137006
,Connecticut,09,41 years,41,2020,2020,43639
,Connecticut,09,41 years,41,2021,2021,45340
,Connecticut,09,41 years,41,2022,2022,45504
Total,Connecticut,09,41 years,41,,,134483
,Connecticut,09,42 years,42,2020,2020,42940
,Connecticut,09,42 years,42,2021,2021,43928
,Connecticut,09,42 years,42,2022,2022,45714
Total,Connecticut,09,42 years,42,,,132582
,Connecticut,09,43 years,43,2020,2020,42608
,Connecticut,09,43 years,43,2021,2021,43166
,Connecticut,09,43 years,43,2022,2022,44143
Total,Connecticut,09,43 years,43,,,129917
,Connecticut,09,44 years,44,2020,2020,41304
,Connecticut,09,44 years,44,2021,2021,42832
,Connecticut,09,44 years,44,2022,2022,43441
Total,Connecticut,09,44 years,44,,,127577
,Connecticut,09,45 years,45,2020,2020,41797
,Connecticut,09,45 years,45,2021,2021,41536
,Connecticut,09,45 years,45,2022,2022,42902
Total,Connecticut,09,45 years,45,,,126235
,Connecticut,09,46 years,46,2020,2020,41272
,Connecticut,09,46 years,46,2021,2021,41884
,Connecticut,09,46 years,46,2022,2022,41596
Total,Connecticut,09,46 years,46,,,124752
,Connecticut,09,47 years,47,2020,2020,42573
,Connecticut,09,47 years,47,2021,2021,41265
,Connecticut,09,47 years,47,2022,2022,41900
Total,Connecticut,09,47 years,47,,,125738
,Connecticut,09,48 years,48,2020,2020,45701
,Connecticut,09,48 years,48,2021,2021,42458
,Connecticut,09,48 years,48,2022,2022,41205
Total,Connecticut,09,48 years,48,,,129364
,Connecticut,09,49 years,49,2020,2020,49803
,Connecticut,09,49 years,49,2021,2021,45599
,Connecticut,09,49 years,49,2022,2022,42380
Total,Connecticut,09,49 years,49,,,137782
,Connecticut,09,50 years,50,2020,2020,50342
,Connecticut,09,50 years,50,2021,2021,49669
,Connecticut,09,50 years,50,2022,2022,45433
Total,Connecticut,09,50 years,50,,,145444
,Connecticut,09,51 years,51,2020,2020,49471
,Connecticut,09,51 years,51,2021,2021,50099
,Connecticut,09,51 years,51,2022,2022,49286
Total,Connecticut,09,51 years,51,,,148856
,Connecticut,09,52 years,52,2020,2020,49144
,Connecticut,09,52 years,52,2021,2021,49254
,Connecticut,09,52 years,52,2022,2022,49702
Total,Connecticut,09,52 years,52,,,148100
,Connecticut,09,53 years,53,2020,2020,50396
,Connecticut,09,53 years,53,2021,2021,48887
,Connecticut,09,53 years,53,2022,2022,48795
Total,Connecticut,09,53 years,53,,,148078
,Connecticut,09,54 years,54,2020,2020,52078
,Connecticut,09,54 years,54,2021,2021,50115
,Connecticut,09,54 years,54,2022,2022,48508
Total,Connecticut,09,54 years,54,,,150701
,Connecticut,09,55 years,55,2020,2020,53968
,Connecticut,09,55 years,55,2021,2021,51579
,Connecticut,09,55 years,55,2022,2022,49668
Total,Connecticut,09,55 years,55,,,155215
,Connecticut,09,56 years,56,2020,2020,54948
,Connecticut,09,56 years,56,2021,2021,53651
,Connecticut,09,56 years,56,2022,2022,51085
Total,Connecticut,09,56 years,56,,,159684
,Connecticut,09,57 years,57,2020,2020,54312
,Connecticut,09,57 years,57,2021,2021,54260
,Connecticut,09,57 years,57,2022,2022,52902
Total,Connecticut,09,57 years,57,,,161474
,Connecticut,09,58 years,58,2020,2020,54244
,Connecticut,09,58 years,58,2021,2021,53664
,Connecticut,09,58 years,58,2022,2022,53621
Total,Connecticut,09,58 years,58,,,161529
,Connecticut,09,59 years,59,2020,2020,54346
,Connecticut,09,59 years,59,2021,2021,53576
,Connecticut,09,59 years,59,2022,2022,52879
Total,Connecticut,09,59 years,59,,,160801
,Connecticut,09,60 years,60,2020,2020,53183
,Connecticut,09,60 years,60,2021,2021,53474
,Connecticut,09,60 years,60,2022,2022,52694
Total,Connecticut,09,60 years,60,,,159351
,Connecticut,09,61 years,61,2020,2020,51994
,Connecticut,09,61 years,61,2021,2021,52340
,Connecticut,09,61 years,61,2022,2022,52520
Total,Connecticut,09,61 years,61,,,156854
,Connecticut,09,62 years,62,2020,2020,51148
,Connecticut,09,62 years,62,2021,2021,50959
,Connecticut,09,62 years,62,2022,2022,51214
Total,Connecticut,09,62 years,62,,,153321
,Connecticut,09,63 years,63,2020,2020,49589
,Connecticut,09,63 years,63,2021,2021,50210
,Connecticut,09,63 years,63,2022,2022,49946
Total,Connecticut,09,63 years,63,,,149745
,Connecticut,09,64 years,64,2020,2020,46845
,Connecticut,09,64 years,64,2021,2021,48555
,Connecticut,09,64 years,64,2022,2022,49207
Total,Connecticut,09,64 years,64,,,144607
,Connecticut,09,65 years,65,2020,2020,44782
,Connecticut,09,65 years,65,2021,2021,45747
,Connecticut,09,65 years,65,2022,2022,47526
Total,Connecticut,09,65 years,65,,,138055
,Connecticut,09,66 years,66,2020,2020,42504
,Connecticut,09,66 years,66,2021,2021,43727
,Connecticut,09,66 years,66,2022,2022,44650
Total,Connecticut,09,66 years,66,,,130881
,Connecticut,09,67 years,67,2020,2020,40293
,Connecticut,09,67 years,67,2021,2021,41537
,Connecticut,09,67 years,67,2022,2022,42583
Total,Connecticut,09,67 years,67,,,124413
,Connecticut,09,68 years,68,2020,2020,38188
,Connecticut,09,68 years,68,2021,2021,39426
,Connecticut,09,68 years,68,2022,2022,40561
Total,Connecticut,09,68 years,68,,,118175
,Connecticut,09,69 years,69,2020,2020,35748
,Connecticut,09,69 years,69,2021,2021,37340
,Connecticut,09,69 years,69,2022,2022,38406
Total,Connecticut,09,69 years,69,,,111494
,Connecticut,09,70 years,70,2020,2020,34001
,Connecticut,09,70 years,70,2021,2021,34887
,Connecticut,09,70 years,70,2022,2022,36494
Total,Connecticut,09,70 years,70,,,105382
,Connecticut,09,71 years,71,2020,2020,33183
,Connecticut,09,71 years,71,2021,2021,33306
,Connecticut,09,71 years,71,2022,2022,34119
Total,Connecticut,09,71 years,71,,,100608
,Connecticut,09,72 years,72,2020,2020,32912
,Connecticut,09,72 years,72,2021,2021,32432
,Connecticut,09,72 years,72,2022,2022,32593
Total,Connecticut,09,72 years,72,,,97937
,Connecticut,09,73 years,73,2020,2020,35517
,Connecticut,09,73 years,73,2021,2021,32123
,Connecticut,09,73 years,73,2022,2022,31687
Total,Connecticut,09,73 years,73,,,99327
,Connecticut,09,74 years,74,2020,2020,25333
,Connecticut,09,74 years,74,2021,2021,34602
,Connecticut,09,74 years,74,2022,2022,31311
Total,Connecticut,09,74 years,74,,,91246
,Connecticut,09,75 years,75,2020,2020,24356
,Connecticut,09,75 years,75,2021,2021,24674
,Connecticut,09,75 years,75,2022,2022,33635
Total,Connecticut,09,75 years,75,,,82665
,Connecticut,09,76 years,76,2020,2020,23967
,Connecticut,09,76 years,76,2021,2021,23545
,Connecticut,09,76 years,76,2022,2022,23987
Total,Connecticut,09,76 years,76,,,71499
,Connecticut,09,77 years,77,2020,2020,24744
,Connecticut,09,77 years,77,2021,2021,23189
,Connecticut,09,77 years,77,2022,2022,22842
Total,Connecticut,09,77 years,77,,,70775
,Connecticut,09,78 years,78,2020,2020,20744
,Connecticut,09,78 years,78,2021,2021,23838
,Connecticut,09,78 years,78,2022,2022,22394
Total,Connecticut,09,78 years,78,,,66976
,Connecticut,09,79 years,79,2020,2020,18066
,Connecticut,09,79 years,79,2021,2021,19990
,Connecticut,09,79 years,79,2022,2022,22991
